g_id,hpo_ids
ACTN2,"['HP:0000218', 'HP:0001695', 'HP:0003803', 'HP:0001678', 'HP:0001635', 'HP:0001712', 'HP:0005110', 'HP:0100295', 'HP:0002792', 'HP:0030682', 'HP:0008872', 'HP:0003701', 'HP:0031319', 'HP:0003557', 'HP:0006685', 'HP:0030319', 'HP:0031237', 'HP:0020203', 'HP:0000006', 'HP:0002460', 'HP:0031936', 'HP:0001644', 'HP:0003693', 'HP:0003736', 'HP:0004755', 'HP:0001290', 'HP:0001288', 'HP:0020202', 'HP:0001640', 'HP:0002650', 'HP:0009027', 'HP:0002093', 'HP:0007715', 'HP:0003805', 'HP:0001706', 'HP:0003236']"
ACTN4,"['HP:0000822', 'HP:0003774', 'HP:0003077', 'HP:0003073', 'HP:0003829', 'HP:0000097', 'HP:0001903', 'HP:0000006', 'HP:0003677', 'HP:0000969', 'HP:0000093', 'HP:0003828']"
ACVR1,"['HP:0004629', 'HP:0001596', 'HP:0010034', 'HP:0002878', 'HP:0010109', 'HP:0006429', 'HP:0011987', 'HP:0000006', 'HP:0003016', 'HP:0001256', 'HP:0000405', 'HP:0011989', 'HP:0000407', 'HP:0001822', 'HP:0002650', 'HP:0000687', 'HP:0010566', 'HP:0004209', 'HP:0008449', 'HP:0010054', 'HP:0002135', 'HP:0001249', 'HP:0011988']"
ACVR2B,"['HP:0012020', 'HP:0001748', 'HP:0001651', 'HP:0031348', 'HP:0010452', 'HP:0011671', 'HP:0004935', 'HP:0003577', 'HP:0001629', 'HP:0005160', 'HP:0001674', 'HP:0000006', 'HP:0011565', 'HP:0033379']"
ACVRL1,"['HP:0002138', 'HP:0004406', 'HP:0000524', 'HP:0001425', 'HP:0002076', 'HP:0002629', 'HP:0000471', 'HP:0000822', 'HP:0002573', 'HP:0000961', 'HP:0002390', 'HP:0001903', 'HP:0002094', 'HP:0000006', 'HP:0002248', 'HP:0001217', 'HP:0002326', 'HP:0006574', 'HP:0002604', 'HP:0030049', 'HP:0006548', 'HP:0002092', 'HP:0030491', 'HP:0001901', 'HP:0001232', 'HP:0001394', 'HP:0002249', 'HP:0006107', 'HP:0002140', 'HP:0001250', 'HP:0002408', 'HP:0001694', 'HP:0000434', 'HP:0002707', 'HP:0000214', 'HP:0000227', 'HP:0001342']"
ACY1,"['HP:0001272', 'HP:0001290', 'HP:0000407', 'HP:0000316', 'HP:0000752', 'HP:0000007', 'HP:0025356', 'HP:0006846', 'HP:0001250', 'HP:0000431', 'HP:0001324', 'HP:0002059', 'HP:0001252', 'HP:0002188', 'HP:0001263']"
ADA,"['HP:0000246', 'HP:0001967', 'HP:0002850', 'HP:0000907', 'HP:0002841', 'HP:0000926', 'HP:0002240', 'HP:0005365', 'HP:0008348', 'HP:0004430', 'HP:0005424', 'HP:0001880', 'HP:0030273', 'HP:0012191', 'HP:0000007', 'HP:0003212', 'HP:0002090', 'HP:0001890', 'HP:0031164', 'HP:0004429', 'HP:0001442', 'HP:0002644', 'HP:0002718', 'HP:0001508', 'HP:0001888', 'HP:0003593', 'HP:0006532', 'HP:0005359', 'HP:0002720', 'HP:0002028', 'HP:0002099', 'HP:0001744', 'HP:0001973', 'HP:0010976']"
ADA2,"['HP:0002315', 'HP:0003613', 'HP:0030880', 'HP:0002301', 'HP:0001337', 'HP:0002850', 'HP:0000648', 'HP:0001075', 'HP:0006937', 'HP:0001894', 'HP:0000155', 'HP:0002633', 'HP:0002721', 'HP:0000965', 'HP:0000872', 'HP:0030351', 'HP:0033261', 'HP:0033505', 'HP:0003676', 'HP:0000822', 'HP:0002829', 'HP:0011463', 'HP:0001268', 'HP:0011108', 'HP:0000007', 'HP:0003565', 'HP:0000988', 'HP:0012490', 'HP:0001369', 'HP:0030053', 'HP:0001297', 'HP:0001903', 'HP:0001882', 'HP:0000964', 'HP:0002040', 'HP:0000602', 'HP:0001974', 'HP:0009830', 'HP:0100651', 'HP:0001644', 'HP:0003623', 'HP:0002381', 'HP:0002027', 'HP:0000713', 'HP:0003745', 'HP:0012219', 'HP:0001876', 'HP:0032154', 'HP:0011968', 'HP:0000403', 'HP:0003621', 'HP:0001888', 'HP:0003593', 'HP:0001647', 'HP:0002716', 'HP:0005528', 'HP:0005523', 'HP:0010628', 'HP:0200042', 'HP:0025343', 'HP:0003326', 'HP:0001409', 'HP:0001250', 'HP:0002140', 'HP:0000979', 'HP:0001251', 'HP:0001433', 'HP:0033260', 'HP:0001260', 'HP:0001954', 'HP:0002910', 'HP:0004313', 'HP:0011227', 'HP:0001342']"
ADAM10,"['HP:0000962', 'HP:0000006']"
ADAM17,"['HP:0025085', 'HP:0001818', 'HP:0033194', 'HP:0033117', 'HP:0011473', 'HP:0001805', 'HP:0000007', 'HP:0200039', 'HP:0003212', 'HP:0410017', 'HP:0000498', 'HP:0001508', 'HP:0001019', 'HP:0033195']"
ADAM22,"['HP:0200134', 'HP:0000341', 'HP:0002187', 'HP:0001290', 'HP:0012471', 'HP:0000648', 'HP:0000218', 'HP:0001257', 'HP:0000007', 'HP:0001250', 'HP:0000194', 'HP:0003593']"
ADAM9,"['HP:0000505', 'HP:0000007', 'HP:0000548']"
ADAMTS10,"['HP:0006482', 'HP:0001653', 'HP:0000586', 'HP:0000885', 'HP:0001230', 'HP:0001083', 'HP:0009768', 'HP:0000327', 'HP:0001156', 'HP:0000248', 'HP:0003416', 'HP:0002682', 'HP:0000007', 'HP:0002938', 'HP:0000618', 'HP:0001256', 'HP:0001169', 'HP:0001783', 'HP:0000518', 'HP:0001629', 'HP:0001387', 'HP:0002650', 'HP:0005280', 'HP:0003508', 'HP:0000189', 'HP:0001643', 'HP:0000501', 'HP:0030961', 'HP:0000692', 'HP:0000594', 'HP:0004322', 'HP:0001072', 'HP:0011003', 'HP:0001650', 'HP:0002753', 'HP:0001642']"
ADAMTS13,"['HP:0002098', 'HP:0001337', 'HP:0000952', 'HP:0002907', 'HP:0002151', 'HP:0001923', 'HP:0001873', 'HP:0000007', 'HP:0003138', 'HP:0001937', 'HP:0001658', 'HP:0000093', 'HP:0006579', 'HP:0001981', 'HP:0002326', 'HP:0001945', 'HP:0001289', 'HP:0005575', 'HP:0003259']"
ADAMTS17,"['HP:0000545', 'HP:0001156', 'HP:0007906', 'HP:0000007', 'HP:0012629', 'HP:0000501', 'HP:0001083', 'HP:0004322', 'HP:0100693']"
ADAMTS18,"['HP:0000358', 'HP:0200065', 'HP:0000482', 'HP:0000007', 'HP:0000445', 'HP:0000506', 'HP:0000455', 'HP:0007787']"
ADAMTS2,"['HP:0004876', 'HP:0005332', 'HP:0000668', 'HP:0001030', 'HP:0001476', 'HP:0000286', 'HP:0001831', 'HP:0010749', 'HP:0000592', 'HP:0012471', 'HP:0001582', 'HP:0009803', 'HP:0000260', 'HP:0001007', 'HP:0000007', 'HP:0001388', 'HP:0200094', 'HP:0001622', 'HP:0006344', 'HP:0001270', 'HP:0000023', 'HP:0000212', 'HP:0000494', 'HP:0002983', 'HP:0000347', 'HP:0004322', 'HP:0001788', 'HP:0000232', 'HP:0009826', 'HP:0001027', 'HP:0000978', 'HP:0000938', 'HP:0001537', 'HP:0000545', 'HP:0000222', 'HP:0000225']"
ADAMTS3,"['HP:0001561', 'HP:0012368', 'HP:0000316', 'HP:0000582', 'HP:0000282', 'HP:0000007', 'HP:0000463', 'HP:0000034', 'HP:0001004', 'HP:0002243']"
ADAMTSL2,"['HP:0000154', 'HP:0000311', 'HP:0006161', 'HP:0001773', 'HP:0001635', 'HP:0000343', 'HP:0005041', 'HP:0002240', 'HP:0010446', 'HP:0003196', 'HP:0001620', 'HP:0000319', 'HP:0001718', 'HP:0000007', 'HP:0001792', 'HP:0003090', 'HP:0009473', 'HP:0100490', 'HP:0002777', 'HP:0003026', 'HP:0002673', 'HP:0000582', 'HP:0000463', 'HP:0001387', 'HP:0100679', 'HP:0004322', 'HP:0001239', 'HP:0000767', 'HP:0004279', 'HP:0000938', 'HP:0001072', 'HP:0001250', 'HP:0001650', 'HP:0000391', 'HP:0001263', 'HP:0002680']"
ADAMTSL4,"['HP:0000541', 'HP:0000518', 'HP:0009917', 'HP:0000007', 'HP:0011003', 'HP:0001083']"
ADAR,"['HP:0002514', 'HP:0001332', 'HP:0000639', 'HP:0001337', 'HP:0002415', 'HP:0002376', 'HP:0007441', 'HP:0000007', 'HP:0006957', 'HP:0000252', 'HP:0002371', 'HP:0000006', 'HP:0002063', 'HP:0001878', 'HP:0001263', 'HP:0003593']"
ADARB1,"['HP:0003202', 'HP:0011182', 'HP:0012741', 'HP:0000218', 'HP:0000311', 'HP:0100704', 'HP:0001561', 'HP:0000248', 'HP:0001357', 'HP:0001257', 'HP:0000007', 'HP:0000252', 'HP:0000300', 'HP:0031936', 'HP:0010880', 'HP:0001290', 'HP:0000577', 'HP:0000582', 'HP:0002079', 'HP:0001344', 'HP:0011968', 'HP:0009890', 'HP:0004322', 'HP:0000219', 'HP:0007112', 'HP:0001601', 'HP:0005487', 'HP:0001250', 'HP:0001249', 'HP:0002188', 'HP:0001263']"
ADAT3,"['HP:0000286', 'HP:0001274', 'HP:0001999', 'HP:0001257', 'HP:0000007', 'HP:0000252', 'HP:0001290', 'HP:0000582', 'HP:0005280', 'HP:0000565', 'HP:0001508', 'HP:0004322', 'HP:0003593', 'HP:0012448', 'HP:0000718', 'HP:0000752', 'HP:0012444', 'HP:0000348', 'HP:0001250', 'HP:0011220', 'HP:0000506', 'HP:0001249', 'HP:0000403', 'HP:0000824']"
ADCY1,"['HP:0000399', 'HP:0000007']"
ADCY10,"['HP:0002150', 'HP:0008672', 'HP:0000006']"
ADCY3,"['HP:0001513', 'HP:0003077', 'HP:0000855', 'HP:0004409', 'HP:0000007', 'HP:0001249', 'HP:0000458']"
ADCY5,"['HP:0002322', 'HP:0001347', 'HP:0001337', 'HP:0001638', 'HP:0001635', 'HP:0000821', 'HP:0000817', 'HP:0000007', 'HP:0000739', 'HP:0002072', 'HP:0000006', 'HP:0002365', 'HP:0031936', 'HP:0001644', 'HP:0100660', 'HP:0002509', 'HP:0000317', 'HP:0033725', 'HP:0001332', 'HP:0001270', 'HP:0002342', 'HP:0000713', 'HP:0010864', 'HP:0001508', 'HP:0003621', 'HP:0003593', 'HP:0002359', 'HP:0003819', 'HP:0002421', 'HP:0001336', 'HP:0032989', 'HP:0000750', 'HP:0000722', 'HP:0001260', 'HP:0001263', 'HP:0025336']"
ADCY6,"['HP:0002804', 'HP:0200136', 'HP:0001290', 'HP:0000007', 'HP:0001349', 'HP:0001284']"
ADD1,"['HP:0004421', 'HP:0001426', 'HP:0004972', 'HP:0005117']"
ADD3,"['HP:0000639', 'HP:0001264', 'HP:0003828', 'HP:0100543', 'HP:0002510', 'HP:0001257', 'HP:0000007', 'HP:0000252', 'HP:0007256', 'HP:0000486', 'HP:0000577', 'HP:0025711', 'HP:0003593', 'HP:0002282', 'HP:0001250', 'HP:0000605', 'HP:0000750', 'HP:0001260', 'HP:0002015', 'HP:0001263']"
ADGRE2,"['HP:0001025', 'HP:0031284', 'HP:0000006', 'HP:0001041']"
ADGRG1,"['HP:0000639', 'HP:0006821', 'HP:0003577', 'HP:0012650', 'HP:0002078', 'HP:0001310', 'HP:0000007', 'HP:0002365', 'HP:0100952', 'HP:0001321', 'HP:0003487', 'HP:0000577', 'HP:0011448', 'HP:0001276', 'HP:0002463', 'HP:0000565', 'HP:0012110', 'HP:0002119', 'HP:0003593', 'HP:0001250', 'HP:0002136', 'HP:0007266', 'HP:0001249', 'HP:0001263']"
ADGRG2,"['HP:0000027', 'HP:0012873', 'HP:0001417']"
ADGRG6,"['HP:0001181', 'HP:0001762', 'HP:0000325', 'HP:0001561', 'HP:0000775', 'HP:0002803', 'HP:0000007', 'HP:0003198', 'HP:0009487', 'HP:0001558', 'HP:0001511', 'HP:0000463', 'HP:0002650', 'HP:0000347', 'HP:0031013', 'HP:0002089', 'HP:0005280', 'HP:0000219', 'HP:0001196', 'HP:0000316', 'HP:0000369', 'HP:0100602']"
ADGRV1,"['HP:0002069', 'HP:0000510', 'HP:0002373', 'HP:0001425', 'HP:0011463', 'HP:0008527', 'HP:0000007', 'HP:0000006', 'HP:0010819', 'HP:0010818', 'HP:0003593']"
ADH1B,"['HP:0001426', 'HP:0030955']"
ADH1C,"['HP:0002322', 'HP:0002360', 'HP:0001337', 'HP:0003587', 'HP:0002067', 'HP:0000726', 'HP:0100315', 'HP:0003676', 'HP:0003581', 'HP:0001300', 'HP:0007311', 'HP:0000738', 'HP:0000006', 'HP:0030955', 'HP:0002063', 'HP:0011960', 'HP:0000012', 'HP:0001621', 'HP:0001332', 'HP:0012332', 'HP:0000298', 'HP:0002172', 'HP:0003745', 'HP:0002529', 'HP:0001426', 'HP:0000716', 'HP:0002019', 'HP:0031908', 'HP:0001260', 'HP:0002015', 'HP:0000751']"
ADH5,"['HP:0005301', 'HP:0000729', 'HP:0000013', 'HP:0001873', 'HP:0002863', 'HP:0000252', 'HP:0001882', 'HP:0001903', 'HP:0001249', 'HP:0000953', 'HP:0000268', 'HP:0010984', 'HP:0033044', 'HP:0000835', 'HP:0001508', 'HP:0004322', 'HP:0007018', 'HP:0005528', 'HP:0004808', 'HP:0000506', 'HP:0032524']"
ADK,"['HP:0002465', 'HP:0003202', 'HP:0001631', 'HP:0006580', 'HP:0003676', 'HP:0002007', 'HP:0000007', 'HP:0003235', 'HP:0000407', 'HP:0001290', 'HP:0001397', 'HP:0001410', 'HP:0002904', 'HP:0000256', 'HP:0002910', 'HP:0001508', 'HP:0003593', 'HP:0001680', 'HP:0001786', 'HP:0000316', 'HP:0001642', 'HP:0000750', 'HP:0001396', 'HP:0001250', 'HP:0002059', 'HP:0011344', 'HP:0001263']"
ADNP,"['HP:0000508', 'HP:0000729', 'HP:0000154', 'HP:0006288', 'HP:0000625', 'HP:0000431', 'HP:0002719', 'HP:0000343', 'HP:0045025', 'HP:0000540', 'HP:0003196', 'HP:0000319', 'HP:0000368', 'HP:0001388', 'HP:0000006', 'HP:0000179', 'HP:0000505', 'HP:0000486', 'HP:0001290', 'HP:0001627', 'HP:0002463', 'HP:0000494', 'HP:0000687', 'HP:0011968', 'HP:0009890', 'HP:0000280', 'HP:0004322', 'HP:0003593', 'HP:0000232', 'HP:0000219', 'HP:0001513', 'HP:0000752', 'HP:0001250', 'HP:0000722', 'HP:0011220', 'HP:0000824', 'HP:0001249', 'HP:0000455', 'HP:0200055', 'HP:0001263']"
ADPRS,"['HP:0000639', 'HP:0000508', 'HP:0002465', 'HP:0000651', 'HP:0001761', 'HP:0002080', 'HP:0002069', 'HP:0011463', 'HP:0001310', 'HP:0000007', 'HP:0000252', 'HP:0001324', 'HP:0000602', 'HP:0031165', 'HP:0003487', 'HP:0002121', 'HP:0000486', 'HP:0000407', 'HP:0001308', 'HP:0002093', 'HP:0003447', 'HP:0006855', 'HP:0002376', 'HP:0002059', 'HP:0001260', 'HP:0001263']"
ADRB2,"['HP:0001513', 'HP:0031819', 'HP:0000007', 'HP:4000007', 'HP:0000006', 'HP:0002099', 'HP:0001426', 'HP:0010982', 'HP:0012340']"
ADRB3,"['HP:0001513', 'HP:0031819', 'HP:0000007', 'HP:0000006', 'HP:0010982', 'HP:0012340']"
ADSL,"['HP:0001348', 'HP:0000639', 'HP:0003202', 'HP:0000154', 'HP:0000717', 'HP:0006808', 'HP:0000343', 'HP:0000748', 'HP:0001510', 'HP:0000248', 'HP:0003196', 'HP:0000817', 'HP:0000319', 'HP:0000742', 'HP:0000007', 'HP:0000252', 'HP:0002179', 'HP:0001249', 'HP:0003429', 'HP:0000486', 'HP:0001290', 'HP:0000463', 'HP:0040082', 'HP:0000219', 'HP:0003593', 'HP:0000718', 'HP:0001272', 'HP:0002540', 'HP:0000752', 'HP:0001336', 'HP:0005487', 'HP:0000369', 'HP:0001250', 'HP:0000750', 'HP:0002059', 'HP:0011344', 'HP:0002066', 'HP:0001263']"
ADSS1,"['HP:0010628', 'HP:0003805', 'HP:0003555', 'HP:0000007', 'HP:0003677', 'HP:0003198', 'HP:0008180', 'HP:0003693', 'HP:0002600']"
AEBP1,"['HP:0002827', 'HP:0000218', 'HP:0001075', 'HP:0000465', 'HP:0001634', 'HP:0003834', 'HP:0001582', 'HP:0000007', 'HP:0001763', 'HP:0000470', 'HP:0003177', 'HP:0000974', 'HP:0025232', 'HP:0000400', 'HP:0001488', 'HP:0000023', 'HP:0004976', 'HP:0001822', 'HP:0002162', 'HP:0000347', 'HP:0100658', 'HP:0002933', 'HP:0000978', 'HP:0002758', 'HP:0001537', 'HP:0002943', 'HP:0000939', 'HP:0045074', 'HP:0000028']"
AFF2,"['HP:0000286', 'HP:0012471', 'HP:0001417', 'HP:0012172', 'HP:0000252', 'HP:0000426', 'HP:0001511', 'HP:0000713', 'HP:0100023', 'HP:0001419', 'HP:0004322', 'HP:0000718', 'HP:0011341', 'HP:0000752', 'HP:0000750', 'HP:0000722', 'HP:0002370', 'HP:0001249', 'HP:0100710', 'HP:0001609', 'HP:0025116']"
AFF3,"['HP:0003083', 'HP:0003763', 'HP:0000639', 'HP:0000729', 'HP:0002827', 'HP:0000154', 'HP:0100704', 'HP:0000322', 'HP:0001305', 'HP:0002020', 'HP:0000303', 'HP:0009765', 'HP:0002069', 'HP:0000319', 'HP:0000954', 'HP:0001763', 'HP:0000470', 'HP:0001252', 'HP:0000006', 'HP:0003038', 'HP:0012450', 'HP:0000637', 'HP:0000179', 'HP:0010442', 'HP:0002121', 'HP:0003027', 'HP:0200134', 'HP:0001263', 'HP:0002673', 'HP:0000891', 'HP:0000486', 'HP:0005943', 'HP:0000414', 'HP:0000212', 'HP:0002650', 'HP:0000687', 'HP:0002280', 'HP:0001285', 'HP:0000960', 'HP:0000347', 'HP:0001508', 'HP:0011451', 'HP:0004322', 'HP:0010296', 'HP:0000219', 'HP:0001522', 'HP:0012745', 'HP:0000316', 'HP:0002714', 'HP:0000089', 'HP:0000664', 'HP:0000938', 'HP:0001336', 'HP:0000369', 'HP:0007359', 'HP:0000085', 'HP:0001249', 'HP:0012444']"
AFF4,"['HP:0000648', 'HP:0000311', 'HP:0003577', 'HP:0100874', 'HP:0002020', 'HP:0001156', 'HP:0000520', 'HP:0003196', 'HP:0000006', 'HP:0011951', 'HP:0002777', 'HP:0001671', 'HP:0000574', 'HP:0000527', 'HP:0000518', 'HP:0001643', 'HP:0000076', 'HP:0000280', 'HP:0000365', 'HP:0004322', 'HP:0001513', 'HP:0006528', 'HP:0000316', 'HP:0002714', 'HP:0001601', 'HP:0000085', 'HP:0001249', 'HP:0000028', 'HP:0001263']"
AFG3L2,"['HP:0000508', 'HP:0012240', 'HP:0003202', 'HP:0000648', 'HP:0000597', 'HP:0003828', 'HP:0002395', 'HP:0100543', 'HP:0000613', 'HP:0002069', 'HP:0003676', 'HP:0000640', 'HP:0001300', 'HP:0001257', 'HP:0001310', 'HP:0000007', 'HP:0000657', 'HP:0001324', 'HP:0000006', 'HP:0000543', 'HP:0003487', 'HP:0002075', 'HP:0002497', 'HP:0030586', 'HP:0001332', 'HP:0007641', 'HP:0001276', 'HP:0007141', 'HP:0003677', 'HP:0002070', 'HP:0002313', 'HP:0003593', 'HP:0007663', 'HP:0001272', 'HP:0000641', 'HP:0001336', 'HP:0001260', 'HP:0002015', 'HP:0002066', 'HP:0002123', 'HP:0000514']"
AFP,"['HP:0045057', 'HP:0000007']"
AGA,"['HP:0001653', 'HP:0003304', 'HP:0000154', 'HP:0002014', 'HP:0000926', 'HP:0002808', 'HP:0012068', 'HP:0002240', 'HP:0000248', 'HP:0001061', 'HP:0100790', 'HP:0001257', 'HP:0000007', 'HP:0001922', 'HP:0001071', 'HP:0001388', 'HP:0000252', 'HP:0001252', 'HP:0000179', 'HP:0002738', 'HP:0003302', 'HP:0000053', 'HP:0001875', 'HP:0001290', 'HP:0000518', 'HP:0004568', 'HP:0000463', 'HP:0002684', 'HP:0000283', 'HP:0002650', 'HP:0005280', 'HP:0000158', 'HP:0000280', 'HP:0004322', 'HP:0002756', 'HP:0000943', 'HP:0002376', 'HP:0002750', 'HP:0002205', 'HP:0001250', 'HP:0000750', 'HP:0001939', 'HP:0002059', 'HP:0001249', 'HP:0001609', 'HP:0032198']"
AGBL1,"['HP:0001131', 'HP:0000006']"
AGBL5,"['HP:0007994', 'HP:0000980', 'HP:0000007', 'HP:0031790', 'HP:0000662', 'HP:0000545']"
AGK,"['HP:0003535', 'HP:0000639', 'HP:0000519', 'HP:0003737', 'HP:0004901', 'HP:0003546', 'HP:0003828', 'HP:0002151', 'HP:0001873', 'HP:0012378', 'HP:0001510', 'HP:0003388', 'HP:0000007', 'HP:0001324', 'HP:0001252', 'HP:0003198', 'HP:0000486', 'HP:0001290', 'HP:0001270', 'HP:0000501', 'HP:0002093', 'HP:0003593', 'HP:0001639', 'HP:0000545']"
AGL,"['HP:0001638', 'HP:0000272', 'HP:0002240', 'HP:0000490', 'HP:0003077', 'HP:0000007', 'HP:0001324', 'HP:0003198', 'HP:0011800', 'HP:0003693', 'HP:0005280', 'HP:0002910', 'HP:0004322', 'HP:0001395', 'HP:0000219', 'HP:0001714', 'HP:0000233', 'HP:0001943', 'HP:0000455', 'HP:0003236']"
AGO2,"['HP:0000729', 'HP:0000396', 'HP:0001655', 'HP:0000431', 'HP:0002020', 'HP:0000286', 'HP:0000490', 'HP:0002007', 'HP:0001357', 'HP:0002793', 'HP:0010863', 'HP:0000006', 'HP:0001252', 'HP:0000505', 'HP:0000486', 'HP:0001270', 'HP:0000582', 'HP:0001643', 'HP:0000194', 'HP:0011968', 'HP:0030799', 'HP:0007018', 'HP:0000365', 'HP:0000219', 'HP:0010537', 'HP:0003593', 'HP:0001647', 'HP:0000718', 'HP:0000689', 'HP:0004209', 'HP:0001250', 'HP:0008589', 'HP:0001249', 'HP:0001642']"
AGPAT2,"['HP:0000877', 'HP:0001638', 'HP:0000787', 'HP:0002591', 'HP:0001425', 'HP:0001833', 'HP:0000868', 'HP:0003292', 'HP:0000303', 'HP:0003809', 'HP:0002240', 'HP:0000325', 'HP:0000956', 'HP:0000007', 'HP:0001007', 'HP:0000098', 'HP:0025128', 'HP:0002155', 'HP:0000065', 'HP:0002833', 'HP:0000400', 'HP:0001397', 'HP:0008665', 'HP:0003758', 'HP:0000842', 'HP:0001544', 'HP:0001176', 'HP:0005616', 'HP:0003716', 'HP:0001394', 'HP:0009125', 'HP:0000147', 'HP:0001537', 'HP:0001744', 'HP:0001735', 'HP:0002910']"
AGPS,"['HP:0010655', 'HP:0000007', 'HP:0005792', 'HP:0003097', 'HP:0001508', 'HP:0008905']"
AGRN,"['HP:0000774', 'HP:0003701', 'HP:0010628', 'HP:0000508', 'HP:0000218', 'HP:0003388', 'HP:0000007', 'HP:0002093', 'HP:0003828']"
AGRP,"['HP:0001513', 'HP:0031819', 'HP:0000007', 'HP:0000006', 'HP:0010982', 'HP:0012340']"
AGT,"['HP:0004492', 'HP:0005117', 'HP:0002615', 'HP:0000007', 'HP:0004972', 'HP:0000252', 'HP:0000079', 'HP:0002089', 'HP:0008660', 'HP:0001562', 'HP:0002009', 'HP:0004421', 'HP:0001426', 'HP:0002093', 'HP:0100519']"
AGTPBP1,"['HP:0000639', 'HP:0003202', 'HP:0003676', 'HP:0000817', 'HP:0001257', 'HP:0000007', 'HP:0000252', 'HP:0002273', 'HP:0001332', 'HP:0000486', 'HP:0001290', 'HP:0001270', 'HP:0006989', 'HP:0001308', 'HP:0011968', 'HP:0001508', 'HP:0001272', 'HP:0002540', 'HP:0002376', 'HP:0001251', 'HP:0000514', 'HP:0001263']"
AGTR1,"['HP:0004492', 'HP:0005117', 'HP:0002615', 'HP:0000007', 'HP:0004972', 'HP:0000252', 'HP:0000079', 'HP:0002089', 'HP:0008660', 'HP:0001562', 'HP:0002009', 'HP:0004421', 'HP:0001426', 'HP:0002093', 'HP:0100519']"
AGXT,"['HP:0030880', 'HP:0000121', 'HP:0001942', 'HP:0000648', 'HP:0011506', 'HP:0000965', 'HP:0001678', 'HP:0000790', 'HP:0008672', 'HP:0000083', 'HP:0004950', 'HP:0000007', 'HP:0030507', 'HP:0009830', 'HP:0025520', 'HP:0004417', 'HP:0100758', 'HP:0011001', 'HP:0001138', 'HP:0000488', 'HP:0002756', 'HP:0003159', 'HP:0025324', 'HP:0001063', 'HP:0002653']"
AHCY,"['HP:0000164', 'HP:0001270', 'HP:0001638', 'HP:0001999', 'HP:0001508', 'HP:0000007', 'HP:0003235', 'HP:0001249', 'HP:0001263']"
AHDC1,"['HP:0009879', 'HP:0025267', 'HP:0000006', 'HP:0001290', 'HP:0000582', 'HP:0002079', 'HP:0000494', 'HP:0002870', 'HP:0000347', 'HP:0005280', 'HP:0006951', 'HP:0000565', 'HP:0001508', 'HP:0012448', 'HP:0000316', 'HP:0009909', 'HP:0001601', 'HP:0000369', 'HP:0001249', 'HP:0001263']"
AHI1,"['HP:0000639', 'HP:0000508', 'HP:0002419', 'HP:0001425', 'HP:0000580', 'HP:0002553', 'HP:0000431', 'HP:0000286', 'HP:0003774', 'HP:0002876', 'HP:0000007', 'HP:0000657', 'HP:0002790', 'HP:0000512', 'HP:0001252', 'HP:0031936', 'HP:0002871', 'HP:0000505', 'HP:0001290', 'HP:0001320', 'HP:0100951', 'HP:0000556', 'HP:0000463', 'HP:0000194', 'HP:0011933', 'HP:0000090', 'HP:0000369', 'HP:0001251', 'HP:0001249']"
AHR,"['HP:0007675', 'HP:0007663', 'HP:0000007', 'HP:0000510']"
AHSG,"['HP:0010864', 'HP:0006887', 'HP:0002289', 'HP:0000007']"
AICDA,"['HP:0002718', 'HP:0002959', 'HP:0002720', 'HP:0200117', 'HP:0000007', 'HP:0002721', 'HP:0004315', 'HP:0004798', 'HP:0002716']"
AIFM1,"['HP:0000294', 'HP:0003202', 'HP:0006887', 'HP:0025356', 'HP:0002317', 'HP:0001156', 'HP:0003676', 'HP:0006423', 'HP:0006028', 'HP:0003311', 'HP:0003542', 'HP:0001284', 'HP:0003016', 'HP:0002375', 'HP:0001419', 'HP:0000280', 'HP:0001249', 'HP:0002380', 'HP:0003236', 'HP:0001263', 'HP:0100864', 'HP:0002151', 'HP:0001963', 'HP:0000543', 'HP:0003390', 'HP:0000574', 'HP:0001290', 'HP:0002079', 'HP:0003677', 'HP:0004322', 'HP:0000884', 'HP:0001371', 'HP:0003200', 'HP:0002376', 'HP:0002750', 'HP:0001250', 'HP:0010585', 'HP:0008789', 'HP:0002936', 'HP:0002942', 'HP:0002812', 'HP:0000218', 'HP:0000907', 'HP:0000926', 'HP:0100543', 'HP:0003071', 'HP:0002869', 'HP:0000470', 'HP:0001769', 'HP:0011800', 'HP:0000360', 'HP:0002134', 'HP:0000407', 'HP:0002747', 'HP:0005280', 'HP:0000365', 'HP:0001265', 'HP:0002651', 'HP:0002445', 'HP:0002188', 'HP:0000455', 'HP:0012704', 'HP:0002645', 'HP:0002490', 'HP:0000272', 'HP:0004454', 'HP:0000763', 'HP:0001324', 'HP:0001169', 'HP:0009381', 'HP:0001271', 'HP:0007002', 'HP:0009025', 'HP:0003593', 'HP:0000883', 'HP:0000316', 'HP:0000369']"
AIMP1,"['HP:0000639', 'HP:0002283', 'HP:0007371', 'HP:0003269', 'HP:0006918', 'HP:0002804', 'HP:0003676', 'HP:0002415', 'HP:0000007', 'HP:0002353', 'HP:0000252', 'HP:0007256', 'HP:0001622', 'HP:0002751', 'HP:0000505', 'HP:0002587', 'HP:0001508', 'HP:0002313', 'HP:0000280', 'HP:0001522', 'HP:0001250', 'HP:0005876', 'HP:0011344', 'HP:0001263']"
