g_id,hpo_ids
TMEM199,"['HP:0001263', 'HP:0012347', 'HP:0012358', 'HP:0001397', 'HP:0001290', 'HP:0001410', 'HP:0003155', 'HP:0000007', 'HP:0003141', 'HP:0010837', 'HP:0003124', 'HP:0002910']"
TMEM216,"['HP:0000639', 'HP:0007772', 'HP:0002419', 'HP:0001425', 'HP:0000218', 'HP:0000175', 'HP:0000567', 'HP:0002335', 'HP:0001305', 'HP:0001273', 'HP:0000050', 'HP:0001162', 'HP:0000107', 'HP:0002195', 'HP:0002007', 'HP:0002876', 'HP:0001408', 'HP:0000007', 'HP:0000657', 'HP:0000238', 'HP:0002790', 'HP:0001252', 'HP:0002365', 'HP:0002871', 'HP:0010442', 'HP:0002508', 'HP:0000505', 'HP:0001511', 'HP:0000268', 'HP:0006487', 'HP:0001290', 'HP:0100951', 'HP:0000617', 'HP:0000556', 'HP:0000568', 'HP:0001760', 'HP:0000256', 'HP:0002435', 'HP:0002404', 'HP:0000565', 'HP:0005280', 'HP:0001508', 'HP:0012211', 'HP:0011933', 'HP:0000090', 'HP:0000316', 'HP:0002084', 'HP:0000588', 'HP:0000369', 'HP:0000570', 'HP:0001251', 'HP:0001249', 'HP:0001263', 'HP:0002323']"
TMEM218,"['HP:0009183', 'HP:0030674', 'HP:0002419', 'HP:0001320', 'HP:0040213', 'HP:0007021', 'HP:0000556', 'HP:0000657', 'HP:0000007', 'HP:0004383', 'HP:0025502', 'HP:0000113', 'HP:0002085', 'HP:0001263', 'HP:0100259']"
TMEM222,"['HP:0000729', 'HP:0001337', 'HP:0009879', 'HP:0000648', 'HP:0000007', 'HP:0001792', 'HP:0000238', 'HP:0000252', 'HP:0001252', 'HP:0031936', 'HP:0020045', 'HP:0030891', 'HP:0002987', 'HP:0001285', 'HP:0000718', 'HP:0000752', 'HP:0001250', 'HP:0000750', 'HP:0002136', 'HP:0001263']"
TMEM231,"['HP:0000718', 'HP:0002419', 'HP:0000742', 'HP:0003577', 'HP:0000657', 'HP:0000007', 'HP:0000479', 'HP:0010442', 'HP:0002085', 'HP:0001344', 'HP:0002093', 'HP:0001562', 'HP:0000113', 'HP:0000107', 'HP:0000488', 'HP:0001159', 'HP:0001263', 'HP:0100259']"
TMEM237,"['HP:0000639', 'HP:0000508', 'HP:0000358', 'HP:0025514', 'HP:0002553', 'HP:0000322', 'HP:0001305', 'HP:0000272', 'HP:0000286', 'HP:0000490', 'HP:0000107', 'HP:0000822', 'HP:0001510', 'HP:0000007', 'HP:0000238', 'HP:0000426', 'HP:0000486', 'HP:0001290', 'HP:0000737', 'HP:0000568', 'HP:0000494', 'HP:0010804', 'HP:0010864', 'HP:0000194', 'HP:0000589', 'HP:0000316', 'HP:0002084', 'HP:0000369', 'HP:0000348', 'HP:0001251', 'HP:0001263', 'HP:0100259']"
TMEM240,"['HP:0000639', 'HP:0003596', 'HP:0002188', 'HP:0007338', 'HP:0002396', 'HP:0002174', 'HP:0100543', 'HP:0002071', 'HP:0002080', 'HP:0002066', 'HP:0001300', 'HP:0011463', 'HP:0001268', 'HP:0000006', 'HP:0007792', 'HP:0003623', 'HP:0001263', 'HP:0001332', 'HP:0000486', 'HP:0003677', 'HP:0002070', 'HP:0001265', 'HP:0000718', 'HP:0001272', 'HP:0000741', 'HP:0002304', 'HP:0010526', 'HP:0010543', 'HP:0002073', 'HP:0002168', 'HP:0001249', 'HP:0001260', 'HP:0000514', 'HP:0100710']"
TMEM251,"['HP:0003510', 'HP:0000943', 'HP:0033725', 'HP:0006633', 'HP:0003270', 'HP:0002827', 'HP:0002866', 'HP:0003886', 'HP:0000007', 'HP:0002650', 'HP:0003180', 'HP:0002355', 'HP:0000280', 'HP:0033985', 'HP:0003593', 'HP:0002937']"
TMEM260,"['HP:0005301', 'HP:0007430', 'HP:0001636', 'HP:0001631', 'HP:0000465', 'HP:0001660', 'HP:0000083', 'HP:0001319', 'HP:0000107', 'HP:0012020', 'HP:0031664', 'HP:0000961', 'HP:0001999', 'HP:0000007', 'HP:0011662', 'HP:0000252', 'HP:0001338', 'HP:0001629', 'HP:0001522', 'HP:0011611', 'HP:0003259', 'HP:0010773', 'HP:0000369', 'HP:0000384', 'HP:0001845']"
TMEM38B,"['HP:0002757', 'HP:0000592', 'HP:0000407', 'HP:0001270', 'HP:0030674', 'HP:0011463', 'HP:0000938', 'HP:0002980', 'HP:0000007', 'HP:0002650', 'HP:0004322', 'HP:0001263', 'HP:0003593', 'HP:0003623']"
TMEM43,"['HP:0006682', 'HP:0004756', 'HP:0000467', 'HP:0001635', 'HP:0005110', 'HP:0003701', 'HP:0003560', 'HP:0003581', 'HP:0031972', 'HP:0001962', 'HP:0001662', 'HP:0011663', 'HP:0000006', 'HP:0100660', 'HP:0003677', 'HP:0100749', 'HP:0006677', 'HP:0001645', 'HP:0007126']"
TMEM53,"['HP:0000648', 'HP:0002694', 'HP:0000215', 'HP:0000431', 'HP:0100704', 'HP:0000885', 'HP:0000926', 'HP:0000286', 'HP:0000343', 'HP:0000520', 'HP:0006429', 'HP:0100865', 'HP:0002057', 'HP:0011499', 'HP:0006097', 'HP:0000007', 'HP:0000771', 'HP:0000179', 'HP:0000667', 'HP:0000268', 'HP:0030320', 'HP:0000486', 'HP:0100252', 'HP:0100255', 'HP:0000463', 'HP:0002684', 'HP:0001629', 'HP:0000256', 'HP:0001138', 'HP:0004322', 'HP:0000365', 'HP:0000280', 'HP:0003621', 'HP:0004279', 'HP:0000316', 'HP:0007807', 'HP:0011220', 'HP:0002753', 'HP:0001263']"
TMEM63A,"['HP:0001290', 'HP:0002599', 'HP:0002415', 'HP:0000047', 'HP:0000648', 'HP:0001310', 'HP:0002421', 'HP:0001328', 'HP:0000006', 'HP:0012043', 'HP:0000545', 'HP:0002188', 'HP:0031936', 'HP:0003487', 'HP:0002080']"
TMEM67,"['HP:0002419', 'HP:0001425', 'HP:0000175', 'HP:0000122', 'HP:0001156', 'HP:0000103', 'HP:0001830', 'HP:0000618', 'HP:0002040', 'HP:0000486', 'HP:0001320', 'HP:0000463', 'HP:0000589', 'HP:0000938', 'HP:0001249', 'HP:0001263', 'HP:0000508', 'HP:0006817', 'HP:0000154', 'HP:0003577', 'HP:0100864', 'HP:0000003', 'HP:0001305', 'HP:0001162', 'HP:0000822', 'HP:0001257', 'HP:0005957', 'HP:0000238', 'HP:0001903', 'HP:0009916', 'HP:0000543', 'HP:0000405', 'HP:0008659', 'HP:0001290', 'HP:0000510', 'HP:0002684', 'HP:0004322', 'HP:0001438', 'HP:0001409', 'HP:0002750', 'HP:0001250', 'HP:0002910', 'HP:0000824', 'HP:0000567', 'HP:0001347', 'HP:0002652', 'HP:0002240', 'HP:0003774', 'HP:0008245', 'HP:0002085', 'HP:0002617', 'HP:0000546', 'HP:0100951', 'HP:0002404', 'HP:0002986', 'HP:0000092', 'HP:0011933', 'HP:0002084', 'HP:0001744', 'HP:0001959', 'HP:0012622', 'HP:0000639', 'HP:0000311', 'HP:0000108', 'HP:0000490', 'HP:0000107', 'HP:0001510', 'HP:0001408', 'HP:0000007', 'HP:0000657', 'HP:0001252', 'HP:0001332', 'HP:0000577', 'HP:0002342', 'HP:0005583', 'HP:0033149', 'HP:0001395', 'HP:0003593', 'HP:0001513', 'HP:0000090', 'HP:0001394', 'HP:0000316', 'HP:0006563', 'HP:0001251']"
TMEM70,"['HP:0003535', 'HP:0001337', 'HP:0003577', 'HP:0025356', 'HP:0003287', 'HP:0000431', 'HP:0001518', 'HP:0002151', 'HP:0011675', 'HP:0000343', 'HP:0001562', 'HP:0002080', 'HP:0000822', 'HP:0000007', 'HP:0001622', 'HP:0003348', 'HP:0001511', 'HP:0001263', 'HP:0002352', 'HP:0001290', 'HP:0000518', 'HP:0000023', 'HP:0001987', 'HP:0000463', 'HP:0002093', 'HP:0001508', 'HP:0005469', 'HP:0000308', 'HP:0003128', 'HP:0012368', 'HP:0000047', 'HP:0001639', 'HP:0000369', 'HP:0001250', 'HP:0001537', 'HP:0002578', 'HP:0001251', 'HP:0000028', 'HP:0001298']"
TMEM94,"['HP:0001655', 'HP:0001636', 'HP:0002553', 'HP:0000431', 'HP:0000490', 'HP:0000325', 'HP:0010557', 'HP:0000319', 'HP:0012725', 'HP:0000007', 'HP:0010511', 'HP:0100807', 'HP:0031936', 'HP:0001719', 'HP:0000307', 'HP:0000486', 'HP:0001290', 'HP:0004935', 'HP:0000463', 'HP:0001629', 'HP:0000256', 'HP:0002650', 'HP:0002089', 'HP:0001643', 'HP:0005280', 'HP:0003593', 'HP:0000219', 'HP:0000316', 'HP:0000664', 'HP:0000047', 'HP:0000369', 'HP:0001250', 'HP:0000750', 'HP:0000545', 'HP:0001845', 'HP:0000028', 'HP:0001263']"
TMEM98,"['HP:0012426', 'HP:0000568', 'HP:0007663', 'HP:0000006']"
TMIE,"['HP:0000365', 'HP:0000007']"
TMLHE,"['HP:0002376', 'HP:0001250', 'HP:0000750', 'HP:0000717', 'HP:0001419', 'HP:0001249']"
TMPRSS15,"['HP:0007609', 'HP:0002014', 'HP:0000007', 'HP:0001508', 'HP:0003075']"
TMPRSS3,"['HP:0011463', 'HP:0003577', 'HP:0000407', 'HP:0000007']"
TMPRSS6,"['HP:0004840', 'HP:0004447', 'HP:0031877', 'HP:0000007', 'HP:0011273']"
TMTC3,"['HP:0000648', 'HP:0001762', 'HP:0001339', 'HP:0003236', 'HP:0001257', 'HP:0000007', 'HP:0002126', 'HP:0000252', 'HP:0002365', 'HP:0031936', 'HP:0002085', 'HP:0000518', 'HP:0002079', 'HP:0001344', 'HP:0002119', 'HP:0003593', 'HP:0012447', 'HP:0001250', 'HP:0001249', 'HP:0001263']"
TMX2,"['HP:0001272', 'HP:0001347', 'HP:0002510', 'HP:0001302', 'HP:0000007', 'HP:0002079', 'HP:0025190', 'HP:0002126', 'HP:0010864', 'HP:0000252', 'HP:0012430', 'HP:0002059', 'HP:0002365', 'HP:0001263', 'HP:0002119', 'HP:0003593']"
TNC,"['HP:0000365', 'HP:0000006']"
TNF,"['HP:0000613', 'HP:0002018', 'HP:0002013', 'HP:0002083', 'HP:0000006', 'HP:0002077', 'HP:0002099', 'HP:0002183', 'HP:0001426', 'HP:4000007']"
TNFAIP3,"['HP:0003493', 'HP:0000155', 'HP:0005764', 'HP:0001873', 'HP:0011463', 'HP:0000988', 'HP:0002072', 'HP:0000006', 'HP:0002583', 'HP:0032024', 'HP:0001878', 'HP:0003621', 'HP:0001888', 'HP:0003593', 'HP:0003249', 'HP:0025343', 'HP:0012122', 'HP:0001954', 'HP:0011462']"
TNFRSF10B,"['HP:0002860', 'HP:0000007']"
TNFRSF11A,"['HP:0006824', 'HP:0000639', 'HP:0001425', 'HP:0040194', 'HP:0002659', 'HP:0002850', 'HP:0004315', 'HP:0000648', 'HP:0100671', 'HP:0003828', 'HP:0008513', 'HP:0002385', 'HP:0002240', 'HP:0000520', 'HP:0003676', 'HP:0031846', 'HP:0001510', 'HP:0000007', 'HP:0000238', 'HP:0001903', 'HP:0000006', 'HP:0000405', 'HP:0002273', 'HP:0003623', 'HP:0006487', 'HP:0001290', 'HP:0003084', 'HP:0001270', 'HP:0003155', 'HP:0002644', 'HP:0000529', 'HP:0002423', 'HP:0006956', 'HP:0002199', 'HP:0002953', 'HP:0002512', 'HP:0002797', 'HP:0002756', 'HP:0003593', 'HP:0006532', 'HP:0001522', 'HP:0002720', 'HP:0003819', 'HP:0011002', 'HP:0007807', 'HP:0003080', 'HP:0001744', 'HP:0002753', 'HP:0006640', 'HP:0025124', 'HP:0001263', 'HP:0002653', 'HP:0006480']"
TNFRSF11B,"['HP:0001102', 'HP:0003148', 'HP:0001552', 'HP:0005090', 'HP:0003828', 'HP:0002149', 'HP:0002808', 'HP:0033355', 'HP:0002194', 'HP:0003676', 'HP:0002905', 'HP:0000007', 'HP:0005792', 'HP:0001324', 'HP:0001252', 'HP:0000407', 'HP:0006487', 'HP:0001270', 'HP:0003155', 'HP:0004482', 'HP:0002684', 'HP:0011001', 'HP:0200056', 'HP:0000256', 'HP:0031013', 'HP:0001508', 'HP:0000488', 'HP:0004322', 'HP:0000365', 'HP:0003593', 'HP:0002150', 'HP:0002757', 'HP:0003260', 'HP:0000938', 'HP:0003080', 'HP:0000939', 'HP:0006480']"
TNFRSF13B,"['HP:0002014', 'HP:0004315', 'HP:0002960', 'HP:0002729', 'HP:0004798', 'HP:0002240', 'HP:0002665', 'HP:0011108', 'HP:0000007', 'HP:0002110', 'HP:0410301', 'HP:0000006', 'HP:0002837', 'HP:0005425', 'HP:0000509', 'HP:0005435', 'HP:0005387', 'HP:0002718', 'HP:0001287', 'HP:0002664', 'HP:0006532', 'HP:0002720', 'HP:0004332', 'HP:0001744', 'HP:0000403']"
TNFRSF13C,"['HP:0002850', 'HP:0002014', 'HP:0004315', 'HP:0002960', 'HP:0002729', 'HP:0002240', 'HP:0003581', 'HP:0002665', 'HP:0011108', 'HP:0000007', 'HP:0002110', 'HP:0410301', 'HP:0000006', 'HP:0002837', 'HP:0410300', 'HP:0000509', 'HP:0005435', 'HP:0005387', 'HP:0002718', 'HP:0001287', 'HP:0002664', 'HP:0006532', 'HP:0002720', 'HP:0001744', 'HP:0000403']"
TNFRSF1A,"['HP:0002315', 'HP:0025289', 'HP:0005764', 'HP:0001055', 'HP:0002240', 'HP:0003565', 'HP:0002013', 'HP:0000006', 'HP:0040313', 'HP:0100614', 'HP:0012450', 'HP:0100539', 'HP:4000041', 'HP:0040186', 'HP:0002027', 'HP:0012280', 'HP:0000509', 'HP:0003552', 'HP:0002028', 'HP:0003326', 'HP:0030953', 'HP:0002239', 'HP:0002829', 'HP:0001954', 'HP:0002653', 'HP:0002102']"
TNFRSF4,"['HP:0004844', 'HP:0100726', 'HP:0000007', 'HP:0002721', 'HP:0001744', 'HP:0001876', 'HP:0003621']"
TNFSF11,"['HP:0004499', 'HP:0006335', 'HP:0007209', 'HP:0000648', 'HP:0000670', 'HP:0000303', 'HP:0001873', 'HP:0000007', 'HP:0000618', 'HP:0001903', 'HP:0002857', 'HP:0001978', 'HP:0003034', 'HP:0001876', 'HP:0002757', 'HP:0011002', 'HP:0004437', 'HP:0007626', 'HP:0001433']"
TNIK,"['HP:0001249', 'HP:0000750', 'HP:0000752', 'HP:0000007']"
TNNC1,"['HP:0012250', 'HP:0011711', 'HP:0001639', 'HP:0200128', 'HP:0001644', 'HP:0001663', 'HP:0000006', 'HP:0005110', 'HP:0011712', 'HP:0100749', 'HP:0002094', 'HP:0001279']"
TNNI2,"['HP:0001840', 'HP:0000218', 'HP:0000598', 'HP:0001762', 'HP:0000160', 'HP:0000431', 'HP:0000465', 'HP:0000343', 'HP:0000303', 'HP:0000325', 'HP:0002804', 'HP:0005684', 'HP:0001838', 'HP:0001193', 'HP:0000006', 'HP:0100490', 'HP:0006109', 'HP:0005272', 'HP:0003049', 'HP:0000494', 'HP:0002650', 'HP:0000347', 'HP:0004322', 'HP:0001848']"
TNNI3,"['HP:0031295', 'HP:0011462', 'HP:0001645', 'HP:0001714', 'HP:0001425', 'HP:0001638', 'HP:0000007', 'HP:0000006', 'HP:0001712', 'HP:0001723', 'HP:0001635', 'HP:0005110', 'HP:0001644', 'HP:0003621', 'HP:0002119']"
TNNI3K,"['HP:0005184', 'HP:0004749', 'HP:0011711', 'HP:0006682', 'HP:0001692', 'HP:0004763', 'HP:0001695', 'HP:0001635', 'HP:0005110', 'HP:0000006', 'HP:0011712', 'HP:0001644', 'HP:0001688']"
TNNT1,"['HP:0002194', 'HP:0003273', 'HP:0000768', 'HP:0001337', 'HP:0007126', 'HP:0000007', 'HP:0003803', 'HP:0003323', 'HP:0020203', 'HP:0003198', 'HP:0002093', 'HP:0003798', 'HP:0003044', 'HP:0003184', 'HP:0003623']"
TNNT2,"['HP:0001638', 'HP:0001639', 'HP:0000006', 'HP:0001712', 'HP:0005110', 'HP:0030682', 'HP:0001635', 'HP:0001644', 'HP:0001699']"
TNNT3,"['HP:0003049', 'HP:0001156', 'HP:0001182', 'HP:0000325', 'HP:0001852', 'HP:0002827', 'HP:0010055', 'HP:0010557', 'HP:0001840', 'HP:0001181', 'HP:0001772', 'HP:0000160', 'HP:0001762', 'HP:0030084', 'HP:0000006', 'HP:0001831', 'HP:0012385']"
TNPO2,"['HP:0000341', 'HP:0000729', 'HP:0001337', 'HP:0002058', 'HP:0000431', 'HP:0000322', 'HP:0000343', 'HP:0000540', 'HP:0000252', 'HP:0000006', 'HP:0002265', 'HP:0001252', 'HP:0000426', 'HP:0001321', 'HP:0000278', 'HP:0000486', 'HP:0001276', 'HP:0001344', 'HP:0011968', 'HP:0001508', 'HP:0000280', 'HP:0007018', 'HP:0002119', 'HP:0003593', 'HP:0000232', 'HP:0000545', 'HP:0002540', 'HP:0000483', 'HP:0001250', 'HP:0001251', 'HP:0001249', 'HP:0002188', 'HP:0001263']"
TNPO3,"['HP:0003810', 'HP:0003691', 'HP:0003458', 'HP:0003560', 'HP:0003581', 'HP:0000006', 'HP:0031936', 'HP:0003306', 'HP:0003547', 'HP:0003736', 'HP:0002747', 'HP:0009046', 'HP:0009025', 'HP:0003621', 'HP:0001371', 'HP:0003805', 'HP:0000980', 'HP:0003749', 'HP:0003687', 'HP:0001939']"
TNR,"['HP:0007149', 'HP:0007325', 'HP:0002188', 'HP:0008959', 'HP:0002395', 'HP:0007305', 'HP:0001300', 'HP:0000007', 'HP:0002186', 'HP:0007350', 'HP:0002179', 'HP:0001338', 'HP:0001270', 'HP:0001285', 'HP:0001266', 'HP:0003593', 'HP:0002540', 'HP:0000750', 'HP:0001260', 'HP:0000514', 'HP:0001263']"
TNRC6A,"['HP:0003581', 'HP:0033054']"
TNRC6B,"['HP:0002360', 'HP:0000729', 'HP:0001382', 'HP:0000325', 'HP:0002194', 'HP:0000826', 'HP:0002558', 'HP:0000252', 'HP:0001252', 'HP:0000006', 'HP:0000023', 'HP:0000494', 'HP:0000256', 'HP:0000347', 'HP:0010862', 'HP:0007018', 'HP:0000365', 'HP:0000219', 'HP:0001250', 'HP:0000750', 'HP:0002023', 'HP:0001249', 'HP:0000403', 'HP:0000028', 'HP:0001263']"
TNXB,"['HP:0000061', 'HP:0001382', 'HP:0000122', 'HP:0000813', 'HP:0032153', 'HP:0001634', 'HP:0003701', 'HP:0000007', 'HP:0000081', 'HP:0000006', 'HP:0031655', 'HP:0000974', 'HP:0003555', 'HP:0000010', 'HP:0009025', 'HP:0000076', 'HP:0007126', 'HP:0000978', 'HP:0002829', 'HP:0000977', 'HP:0002036']"
TOE1,"['HP:0000639', 'HP:0001347', 'HP:0000648', 'HP:0003577', 'HP:0000215', 'HP:0000431', 'HP:0000286', 'HP:0000657', 'HP:0000007', 'HP:0001321', 'HP:0000400', 'HP:0001290', 'HP:0002104', 'HP:0002079', 'HP:0001258', 'HP:0001344', 'HP:0003745', 'HP:0000347', 'HP:0005280', 'HP:0012110', 'HP:0000054', 'HP:0001336', 'HP:0001250', 'HP:0000062', 'HP:0002059', 'HP:0000253', 'HP:0001263']"
TOGARAM1,"['HP:0000508', 'HP:0000358', 'HP:0002419', 'HP:0000729', 'HP:0000218', 'HP:0001382', 'HP:0008070', 'HP:0000431', 'HP:0000445', 'HP:0002240', 'HP:0000490', 'HP:0002007', 'HP:0002938', 'HP:0000657', 'HP:0000007', 'HP:0025186', 'HP:0011461', 'HP:0001290', 'HP:0001320', 'HP:0006610', 'HP:0000568', 'HP:0002079', 'HP:0000463', 'HP:0000475', 'HP:0001344', 'HP:0004322', 'HP:0003593', 'HP:0001513', 'HP:0000316', 'HP:0000054', 'HP:0005487', 'HP:0000369', 'HP:0000126', 'HP:0000028', 'HP:0008734', 'HP:0001263', 'HP:0100259']"
TOM1,"['HP:0002850', 'HP:0011473', 'HP:0004315', 'HP:0001531', 'HP:0005479', 'HP:0001510', 'HP:0002013', 'HP:0000964', 'HP:0040218', 'HP:0000006', 'HP:0040313', 'HP:0033454', 'HP:0003621', 'HP:0003593', 'HP:0002720', 'HP:0030374', 'HP:0002028', 'HP:0002205', 'HP:0005407', 'HP:0002206', 'HP:0020072', 'HP:0001019']"
TONSL,"['HP:0002942', 'HP:0002812', 'HP:0006887', 'HP:0004586', 'HP:0004315', 'HP:0002308', 'HP:0000926', 'HP:0000272', 'HP:0000303', 'HP:0008873', 'HP:0003025', 'HP:0002007', 'HP:0003196', 'HP:0031367', 'HP:0001607', 'HP:0008486', 'HP:0002938', 'HP:0000007', 'HP:0001216', 'HP:0002857', 'HP:0008755', 'HP:0002751', 'HP:0011800', 'HP:0001377', 'HP:0003027', 'HP:0002970', 'HP:0001875', 'HP:0000414', 'HP:0004482', 'HP:0000463', 'HP:0005280', 'HP:0007787', 'HP:0002651', 'HP:0000164', 'HP:0003370', 'HP:0000316', 'HP:0002750', 'HP:0000938', 'HP:0000851', 'HP:0001249', 'HP:0006336']"
TOP3A,"['HP:0000508', 'HP:0003577', 'HP:0002719', 'HP:0004325', 'HP:0000467', 'HP:0003546', 'HP:0011675', 'HP:0002020', 'HP:0000651', 'HP:0000763', 'HP:0003701', 'HP:0003581', 'HP:0011469', 'HP:0001310', 'HP:0000007', 'HP:0005162', 'HP:0000252', 'HP:0001644', 'HP:0001511', 'HP:0000407', 'HP:0003758', 'HP:0004322', 'HP:0001272', 'HP:0000590', 'HP:0002136', 'HP:0000957', 'HP:0001260', 'HP:0002015', 'HP:0001263']"
TOPORS,"['HP:0000510', 'HP:0007722', 'HP:0000512', 'HP:0007843', 'HP:0000006', 'HP:0001123']"
TOR1A,"['HP:0000508', 'HP:0001337', 'HP:0008081', 'HP:0002827', 'HP:0001897', 'HP:0002533', 'HP:0000311', 'HP:0001181', 'HP:0001762', 'HP:0001695', 'HP:0001188', 'HP:0003829', 'HP:0000431', 'HP:0002643', 'HP:0002808', 'HP:0000343', 'HP:0012408', 'HP:0002804', 'HP:0001561', 'HP:0001838', 'HP:0000252', 'HP:0000643', 'HP:0001252', 'HP:0000006', 'HP:0000470', 'HP:0001927', 'HP:0002751', 'HP:0002378', 'HP:0000543', 'HP:0001558', 'HP:0012385', 'HP:0005272', 'HP:0001511', 'HP:0000400', 'HP:0001290', 'HP:0001332', 'HP:0000473', 'HP:0000486', 'HP:0000582', 'HP:0001276', 'HP:0002342', 'HP:0000023', 'HP:0001304', 'HP:0000463', 'HP:0002650', 'HP:0002987', 'HP:0010864', 'HP:0000347', 'HP:0002356', 'HP:0001344', 'HP:0000395', 'HP:0003307', 'HP:0000716', 'HP:0001522', 'HP:0002091', 'HP:0010501', 'HP:0002304', 'HP:0011471', 'HP:0000878', 'HP:0100678', 'HP:0001537', 'HP:0001260', 'HP:0000269', 'HP:0001263', 'HP:0001765']"
TOR1AIP1,"['HP:0003560', 'HP:0006466', 'HP:0000007', 'HP:0100297', 'HP:0001324', 'HP:0003677', 'HP:0003306', 'HP:0003236']"
TP53,"['HP:0006740', 'HP:0002315', 'HP:0002891', 'HP:0001425', 'HP:0006572', 'HP:0030448', 'HP:0002894', 'HP:0009592', 'HP:0001402', 'HP:0009919', 'HP:0410067', 'HP:0012174', 'HP:0001085', 'HP:0000238', 'HP:0000029', 'HP:0002013', 'HP:0000252', 'HP:0000135', 'HP:0000006', 'HP:0006744', 'HP:0030078', 'HP:0001903', 'HP:0002669', 'HP:0002488', 'HP:0100768', 'HP:0001263', 'HP:0002018', 'HP:0012410', 'HP:0001413', 'HP:0005584', 'HP:0003003', 'HP:0004322', 'HP:0006753', 'HP:0001428', 'HP:0010982', 'HP:0100630', 'HP:0003002', 'HP:0002888', 'HP:0002750', 'HP:0200022', 'HP:0001250', 'HP:0012125', 'HP:0004313', 'HP:0002667', 'HP:0006716']"
TP53RK,"['HP:0001967', 'HP:0000096', 'HP:0003774', 'HP:0001257', 'HP:0000007', 'HP:0002126', 'HP:0000252', 'HP:0000093', 'HP:0000100', 'HP:0001321', 'HP:0000505', 'HP:0000400', 'HP:0001290', 'HP:0001182', 'HP:0011968', 'HP:0004322', 'HP:0000316', 'HP:0001250', 'HP:0000750', 'HP:0002059', 'HP:0001263']"
TP63,"['HP:0000968', 'HP:0000635', 'HP:0008070', 'HP:0000963', 'HP:0002215', 'HP:0000175', 'HP:0002287', 'HP:0007513', 'HP:0000581', 'HP:0000110', 'HP:0000327', 'HP:0000620', 'HP:0000204', 'HP:0009473', 'HP:0000677', 'HP:0001592', 'HP:0003187', 'HP:0000863', 'HP:0002231', 'HP:0000707', 'HP:0010173', 'HP:0000460', 'HP:0001822', 'HP:0001803', 'HP:0001092', 'HP:0200141', 'HP:0000564', 'HP:0000437', 'HP:0000653', 'HP:0000047', 'HP:0000054', 'HP:0001171', 'HP:0008404', 'HP:0001805', 'HP:0007455', 'HP:0001249', 'HP:0000193', 'HP:0002561', 'HP:0000508', 'HP:0000220', 'HP:0007500', 'HP:0002209', 'HP:0004334', 'HP:0000498', 'HP:0000535', 'HP:0000081', 'HP:0000964', 'HP:0000300', 'HP:0000006', 'HP:0000691', 'HP:0000405', 'HP:0006610', 'HP:0002213', 'HP:0000687', 'HP:0001643', 'HP:0000966', 'HP:0004322', 'HP:0002164', 'HP:0002557', 'HP:0000970', 'HP:0001480', 'HP:0005914', 'HP:0001839', 'HP:0000824', 'HP:0002232', 'HP:0002286', 'HP:0001770', 'HP:0002293', 'HP:0000160', 'HP:0000962', 'HP:0000217', 'HP:0006357', 'HP:0007476', 'HP:0000992', 'HP:0002235', 'HP:0000982', 'HP:0000413', 'HP:0000953', 'HP:0001798', 'HP:0008551', 'HP:0000509', 'HP:0001795', 'HP:0000015', 'HP:0005280', 'HP:0000072', 'HP:0000365', 'HP:0009767', 'HP:0000430', 'HP:0001199', 'HP:0000044', 'HP:0100257', 'HP:0001964', 'HP:0000403', 'HP:0000028', 'HP:0000202', 'HP:0000059', 'HP:0000698', 'HP:0000670', 'HP:0000668', 'HP:0008661', 'HP:0000431', 'HP:0000272', 'HP:0000104', 'HP:0000453', 'HP:0000561', 'HP:0000613', 'HP:0000198', 'HP:0004691', 'HP:0002225', 'HP:0002558', 'HP:0001792', 'HP:0000021', 'HP:0012385', 'HP:0001739', 'HP:0000579', 'HP:0001629', 'HP:0000958', 'HP:0000070', 'HP:0000076', 'HP:0000145', 'HP:0000348', 'HP:0009755', 'HP:0000126', 'HP:0001159', 'HP:0031088']"
TP73,"['HP:0000389', 'HP:0002098', 'HP:0031602', 'HP:0001274', 'HP:0002205', 'HP:0000007', 'HP:0002110', 'HP:0002079', 'HP:0001250', 'HP:0001339', 'HP:0100750', 'HP:0003623']"
TPI1,"['HP:0004870', 'HP:0002098', 'HP:0003202', 'HP:0001337', 'HP:0001897', 'HP:0001082', 'HP:0000952', 'HP:0002317', 'HP:0001895', 'HP:0001635', 'HP:0002808', 'HP:0002878', 'HP:0001562', 'HP:0011421', 'HP:0001257', 'HP:0000007', 'HP:0003323', 'HP:0001252', 'HP:0003198', 'HP:0000543', 'HP:0009830', 'HP:0006579', 'HP:0003623', 'HP:0001081', 'HP:0001332', 'HP:0001290', 'HP:0002747', 'HP:0001508', 'HP:0001972', 'HP:0001878', 'HP:0001522', 'HP:0001265', 'HP:0002059', 'HP:0001744', 'HP:0001263']"
TPK1,"['HP:0003128', 'HP:0001332', 'HP:0001290', 'HP:0001257', 'HP:0000007', 'HP:0001250', 'HP:0002371', 'HP:0001251', 'HP:0001712', 'HP:0002321', 'HP:0001263']"
TPM1,"['HP:0001653', 'HP:0001639', 'HP:0004756', 'HP:0000006', 'HP:0001635', 'HP:0001644']"
